Genre,Author,Title,Year
Fiction,Jeni McFarland,The House of Deep Water,2020
Fiction,Alecia McKenzie,A Million Aunties,2020
Fiction,Mia McKenzie,Skye Falling,2021
Fiction,A. M. McKnight,Goslyn County,2015
Fiction,A. M. McKnight,Best Love Ever,2016
Fiction,A. M. McKnight,County Vices,2017
Fiction,A. M. McKnight,Cate & Luna: Love In Changing Times,2018
Fiction,Terry McMillan,It's Not All Downhill from Here,2020
Fiction,Peace Adzo Medie,His Only Wife,2020
Fiction,Pablo Medina,The Cuban Comedy,2019
Fiction,Fernanda Melchor,Hurricane Season,2020
Fiction,Paul Mendez,Rainbow Milk,2021
Fiction,Thando Mgqolozana,A Man Who is Not a Man,2020
Fiction,Penny Mickelbury,God’s Will and Other Lies,2019
Fiction,Kate Milliken,Kept Animals,2020
Fiction,Yu Miri,Tokyo Ueno Station,2020
Fiction,Fatima Farheen Mirza,A Place for Us,2018
Fiction,Yukio Mishima,Star,2019
Fiction,Yukio Mishima,Life for Sale,2020
Fiction,Poupeh Missaghi,Trans,2020
Fiction,Minae Mizumura,An I-Novel,2021
Fiction,Celeste Mohammed,Pleasantview,2021
Fiction,Tay Mo’Nae,Finessed His Love,2020
Fiction,Tay Mo’Nae,Finessed His Love 2,2020
Fiction,Tay Mo’Nae,Serenity and Jax: A Houston Hood Tale,2020
Fiction,Dantiel W. Moniz,Milk Blood Heat,2021
Fiction,Mary Monroe,Once in a Lifetime,2021
Fiction,Ms. Michel Moore,A Product of the System,2018
Fiction,Ms. Michel Moore,They System Has Failed,2018
Fiction,Ms. Michel Moore,A Big Girl’s Revenge,2019
Fiction,Niyah Moore,The Queen’s Diamond,2020
Fiction,Fabio Morábito,Home Reading Service,2021
Fiction,Mary B. Morrison,Be Careful What You Click For,2020
Fiction,Walter Mosley,The Awkward Black Man,2020
Fiction,Jason Mott,Hell of a Book,2021
Fiction,Scholastique Mukasonga,Igifu,2020
Fiction,Rheea Mukherjee,The Body Myth,2019
Fiction,Shirshendu Mukhopadhyay,The Aunt Who Wouldn’t Die,2020
Fiction,Sakaya Murata,Convenience Store Woman,2018
Fiction,Sakaya Murata,Earthlings,2020
Fiction,Isaac Murdoch and Christ Belcourt,The Trail of Nenaboozho: And Other Creation Stories,2019
Fiction,Sabina Murray,The Human Zoo,2021
Fiction,Victoria Christopher Murray,Lust,2017
Fiction,Victoria Christopher Murray,Envy,2018
Fiction,Victoria Christopher Murray,Greed,2019
Fiction,Victoria Christopher Murray,Wrath,2021
Fiction,Yxta Maya Murray,"The World Doesn't Work That Way, But It Could, Volume 1: Stories",2020
Fiction,Perumal Murugan,One Part Woman,2018
Fiction,Sahar Mustafah,The Beauty of Your Face,2020
Fiction,Alex Myers,The Story of Silence,2021
Fiction,Sifiso Mzobe,Young Blood,2011
Fiction,Sifiso Mzobe,Searching for Simphiwe,2020
Fiction,Cho Nam-Joo,"Kim Jiyoung, Born 1982",2020
Fiction,Jennifer Nansubuga Makumbi,A Girl is a Body of Water,2020
Fiction,Sosuke Natsukawa,The Cat Who Saved Books,2021
Fiction,Dina Nayeri,Refuge,2018
Fiction,Marie NDiaye,The Cheffe: A Cook’s Novel,2019
Fiction,Marie NDiaye,That Time of Year,2020
Fiction,Caleb Azumah Nelson,Open Water,2021
Fiction,Guadalupe Nettel,After the Winter,2018
Fiction,Guadalupe Nettel,Bezoar: And Other Unsettling Stories,2019
Fiction,Eric Nguyen,Things We Lost to The Water,2021
Fiction,Kevin Nguyen,New Waves,2020
Fiction,Thomas V. Nguyen,Permutations of a Self,2020
Fiction,Nana Nkweti,Walking on Cowrie Shells: Stories,2021
Fiction,Keenan Norris,The Confession of Copeland Cane,2021
Fiction,Sara Nović,Girl at War,2016
Fiction,N’Tyse,Outlaw Mamis,2019
Fiction,Sigrid Nunez,The Friend,2018
Fiction,Sigrid Nunez,What Are You Going Through,2020
Fiction,Chigozie Obioma,An Orchestra of Minorities,2018
Fiction,Iván Monalisa Ojeda,Las Buity Queens,2021
Fiction,Ben Okri,Prayer for the Living,2021
Fiction,Musa Okwonga,"In the End, It Was All About Love",2021
Fiction,Ukamaka Olisakwe,"Ogadinma Or, Everything Will Be All Right",2020
Fiction,Pola Oloixarac,Mona,2021
Fiction,Chibundu Onuzo,Welcome to Lagos,2018
Fiction,Chibundu Onuzo,Sankofa,2021
Fiction,Cheluchi Onyemelukwe-Onuobia,The Son of the House,2021
Fiction,Tommy Orange,There There,2018
Fiction,E.C. Osondu,Alien Stories,2021
Fiction,Yvonne Adhiambo Owuor,The Dragonfly Sea,2019
Fiction,Hiroko Oyamada,The Factory,2019
Fiction,Hiroko Oyamada,The Hole,2020
Fiction,Helen Oyeyemi,Gingerbread,2019
Fiction,Helen Oyeyemi,Peaces,2021
Fiction,Ruth Ozeki,The Book of Form and Emptiness,2021
Fiction,Paek Nam-nyong,Friend: A Novel From North Korea,2020
Fiction,Robin Page,Small Silent Things,2019
Fiction,Sameer Pandya,Members Only,2020
Fiction,Vikram Paralkar,Night Theater,2020
Fiction,Ishle Yi Park,Angel & Hannah: A Novel in Verse,2021
Fiction,Sang Young Park,Love in the City,2021
Fiction,Neel Patel,"If You See Me, Don’t Say Hi",2018
Fiction,Neel Patel,Tell Me How to Be,2021
Fiction,Djaimilia Pereira de Almeida,That Hair,2020
Fiction,Ingrid Persaud,Love After Love,2020
Fiction,Torrey Peters,"Detransition, Baby",2021
Fiction,Ann Petry,The Street,2020
Fiction,Brenda Peynado,The Rock Eaters: Stories,2021
Fiction,Deesha Philyaw,The Secret Lives of Church Ladies,2020
Fiction,Beth Piatote,The Beadworkers: Stories,2019
Fiction,Duanwad Pimwana,Bright,2019
Fiction,Casey Plett,Little Fish,2018
Fiction,Regina Porter,The Travelers,2019
Fiction,Christine Pride,We Are Not Like Them,2021
Fiction,Brontez Purnell,100 Boyfriends,2021
Fiction,Kristin Valdez Quade,The Five Wounds,2021
Fiction,Pilar Quintana,The Bitch,2020
Fiction,Ernesto Quiñonez,Taína,2019
Fiction,Eman Quotah,Bride of the Sea,2021
Fiction,Rahul Raina,How to Kidnap the Rich,2021
Fiction,Ahmad Danny Ramadan,The Clothesline Swing,2019
Fiction,Steven Ramirez,Chainsaw Honeymoon,2018
Fiction,Joanne Ramos,The Farm,2019
Fiction,Mahesh Rao,Polite Society,2019
Fiction,Ishmael Reed,Conjugating Hindi,2018
Fiction,Kiley Reid,Such a Fun Age,2020
Fiction,Zalika Reid-Benta,Frying Plantain,2020
Fiction,Nina Revoyr,A Student of History,2019
Fiction,Julio Ramón Ribeyro Zúñiga,The Word of the Speechless: Selected Stories,2019
Fiction,Waubgeshig Rice,Midnight Sweatlodge,2011
Fiction,Waubgeshig Rice,Legacy,2014
Fiction,Mónica Ramón Ríos,Cars on Fire,2020
Fiction,Melissa Rivero,The Affairs of the Falcóns,2019
Fiction,Navi’ Robins,Soul’s Survivor,2020
Fiction,Navi’ Robins,Soul’s Temptation,2021
Fiction,Yara Rodrigues Fowler,Stubborn Archivist,2019
Fiction,Ivelisse Rodriguez,Love War Stories,2018
Fiction,Elias Rodriques,All the Water I’ve Seen Is Running,2021
Fiction,Fariha Róisín,Like a Bird,2020
Fiction,Ingrid Rojas Contreras,Fruit of the Drunken Tree,2018
Fiction,Leone Ross,Popisho,2021
Fiction,Steven Rowley,The Guncle,2021
Fiction,Maurice Carlos Ruffin,We Cast a Shadow,2019
Fiction,Maurice Carlos Ruffin,The Ones Who Don’t Say They Love You: Stories,2021
Fiction,Rudy Ruiz,The Resurrection of Fulgencio Ramirez,2020
Fiction,Madeleine Ryan,A Room Called Earth,2020
Fiction,Alfian Sa'at,Malay Sketches: Stories,2018
Fiction,Carola Saavedra,Blue Flowers,2020
Fiction,Sunjeev Sahota,China Room,2021
Fiction,Moshe Sakal,The Diamond Setter,2018
Fiction,Matthew Salesses,Disappear Doppelgänger Disappear,2020
Fiction,Mohamed Mbougar Sarr,The Brotherhood,2021
Fiction,Sanjena Sathian,Gold Diggers,2021
Fiction,Ayşegül Savaş,Walking on the Ceiling,2019
Fiction,Saïd Sayrafiezadeh,American Estrangement: Stories,2021
Fiction,Igiaba Scego,Beyond Babylon,2019
Fiction,Rion Amilcar Scott,The World Doesn’t Require You: Stories,2019
Fiction,Lisa See,The Island of Sea Women,2019
Fiction,Elif Shafak,Three Daughters of Eve,2017
Fiction,Elif Shafak,10 Minutes 38 Seconds in This Strange World,2019
Fiction,Elif Shafak,The Island of Missing Trees,2021
Fiction,Lauren J. Sharkey,Inconvenient Daughter,2020
Fiction,Adania Shibli,Minor Detail,2020
Fiction,Ann Shin,The Last Exiles,2020
Fiction,Elisa Shua Dusapin,Winter in Sokcho,2021
Fiction,Leanne Betasamosake Simpson,The Accident of Being Lost: Songs and Stories,2017
Fiction,Leanne Betasamosake Simpson,Noopiming: The Cure for White Ladies,2020
Fiction,S.J. Sindu,Marriage of a Thousand Lies,2017
Fiction,S.J. Sindu,Blue-Skinned Gods,2021
Fiction,Madi Sinha,The White Coat Diaries,2020
Fiction,Leila Slimani,The Perfect Nanny,2018
Fiction,Leila Slimani,Adèle,2019
Fiction,Leila Slimani,In the Country of Others,2021
Fiction,Zadie Smith,Grand Union: Stories,2019
Fiction,Anthony Veasna So,Afterparties: Stories,2021
Fiction,Dalia Sofer,Man of My Time,2020
Fiction,Sohn Won-pyung,Almond,2020
Fiction,Asali Solomon,The Days of Afrekete,2021
Fiction,Wole Soyinka,Chronicles From the Land of the Happiest People on Earth,2021
Fiction,Dennis E. Staples,This Town Sleeps,2020
Fiction,Chris Stuck,Give My Love to the Savages,2021
Fiction,Mathangi Subramanian,A People’s History of Heaven,2019
Fiction,Pitchaya Sudbanthad,Bangkok Wakes to Rain,2019
Fiction,Shruti Swamy,The Archer,2021
Fiction,Shubhangi Swarup,Latitudes of Longing,2020
Fiction,Shruti Swamy,A House Is a Body: Stories,2020
Fiction,Kiki Swinson,The Black Market,2019
Fiction,Kiki Swinson,The Safe House,2019
Fiction,Kiki Swinson,Behind Closed Doors,2019
Fiction,Kiki Swinson,Property of the State,2020
Fiction,Natalia Sylvester,Everyone Knows You Go Home,2018
Fiction,Veronique Tadjo,In the Company of Men,2021
Fiction,Tanya Tagaq,Split Tooth,2018
Fiction,Nafkote Tamirat,The Parking Lot Attendant,2018
Fiction,Lucy Tan,What We Were Promised,2018
Fiction,Sandi Tan,Lurkers,2021
Fiction,Preti Taneja,We That Are Young,2018
Fiction,Brandon Taylor,Real Life,2020
Fiction,Brandon Taylor,Filthy Animals: Stories,2021
Fiction,Drew Hayden Taylor,Chasing Painted Horses,2021
Fiction,Lysley Tenorio,Monstress: Stories,2012
Fiction,Lysley Tenorio,The Son of Good Fortune,2020
Fiction,Chris L. Terry,Black Card,2019
Fiction,Souvankham Thammavongsa,How to Pronounce Knife: Stories,2020
Fiction,Ngũgĩ wa Thiong’o,Minutes of Glory,2019
Fiction,Morgan Thomas,Manywhere: Stories,2022
Fiction,Sheree Renée Thomas,Nine Bar Blues,2020
Fiction,Nafissa Thompson-Spires,Heads of the Colored People,2018
Fiction,Jeanne Thornton,Summer Fun,2021
Fiction,Ruchika Tomar,A Prayer for Travelers,2019
Fiction,Alia Trabucco Zerán,The Remainder,2019
Fiction,Gail Tsukiyama,The Color of Air,2020
Fiction,Kikuko Tsumura,There’s No Such Thing As An Easy Job,2021
Fiction,Sherrod Tunstall,Beating the Odds,2017
Fiction,Sherrod Tunstall,Hardhearted,2020
Fiction,Thrity Umrigar,The Secrets Between Us,2018
Fiction,Thrity Umrigar,Honor,2022
Fiction,Luis Alberto Urrea,The House of Broken Angels,2019
Fiction,Richard Van Camp,Moccasin Square Gardens: Stories,2019
Fiction,Azareen Van der Vliet Oloomi,Call Me Zebra,2018
Fiction,Margaret Verble,When Two Feathers Fell From the Sky,2021
Fiction,Katherena Vermette,The Strangers,2021
Fiction,Madhuri Vijay,The Far Field,2019
Fiction,Juan Pablo Villalobos,I Don’t Expect Anyone to Believe Me,2020
Fiction,Gerald Vizenor,Satie on the Seine: Letters to the Heirs of the Fur Trade,2020
Fiction,Ocean Vuong,On Earth We’re Briefly Gorgeous,2019
Fiction,Richard Wagamese,Indian Horse,2018
Fiction,Lono Waiwaiole,White Swan,2020
Fiction,Kevin Walker,Queer Folk Tales: A Book of LGBTQ+ Stories,2021
Fiction,Ran Walker,Daykeeper,2019
Fiction,Dawnie Walton,The Final Revival of Opal & Nev,2021
Fiction,Kathy Wang,Family Trust,2018
Fiction,Kathy Wang,Impostor Syndrome,2021
Fiction,Weike Wang,Chemistry,2017
Fiction,Xuan Juliana Wang,Home Remedies,2019
Fiction,Tiffany L. Warren,Her Secret Life,2017
Fiction,Tiffany L. Warren,The Outside Child,2018
Fiction,Tiffany L. Warren,All the Things I Should Have Known,2020
Fiction,Tiffany L. Warren,All the Things I Meant to Tell You,2021
Fiction,Bryan Washington,Lot: Stories,2019
Fiction,Bryan Washington,Memorial,2020
Fiction,Stephanie Powell Watts,No One is Coming to Save Us,2017
Fiction,James Welch,Winter in the Blood,2021
Fiction,Catherine Adel West,Saving Ruby King,2020
Fiction,Joshua Whitehead,Johnny Appleseed,2018
Fiction,John Edgar Wideman,"You Made Me Love You: Selected Stories, 1981-2018",2021
Fiction,John Edgar Wideman,Look for Me and I’ll Be Gone: Stories,2021
Fiction,Ian Williams,Reproduction,2020
Fiction,Racquel Williams,Lil Mama from the Gutta,2020
Fiction,Racquel Williams,My Husband’s Mistress 2,2020
Fiction,Racquel Williams,Finessed a Dope Boy’s Heart,2020
Fiction,Sheila Williams,The Secret Women,2020
Fiction,Tia Williams,The Perfect Find,2016
Fiction,Diane Wilson,The Seed Keeper,2021
Fiction,Jeanette Winterson,Frankissstein,2019
Fiction,Susie Yang,White Ivy,2020
Fiction,David Kingston Yeh,A Boy at the Edge of the World,2018
Fiction,David Kingston Yeh,Tales from the Bottom of My Sole,2020
Fiction,Morowa Yejidé,Creatures of Passage,2021
Fiction,Wu Ming-Yi,The Stolen Bicycle,2018
Fiction,Bianca Xaviera,Jholee & Kiandre 3: A Gangsta and His Good Girl,2019
Fiction,Karen Tei Yamashita,Sansei and Sensibility,2020
Fiction,Tiphanie Yanique,Monster in the Middle,2021
Fiction,A. B. Yehoshua,The Tunnel,2020
Fiction,Charles Yu,Interior Chinatown,2020
Fiction,E. Lily Yu,On Fragile Waves,2021
Fiction,Yun Ko-eun,The Disaster Tourist,2020
Fiction,Michael Zapata,The Last Book of Adana Moreau,2020
Poetry,Rick Abasta,All Eyes on Me,2020
Poetry,Garous Abdolmalekian,Lean Against This Late Hour,2020
Poetry,Hanif Abdurraqib,A Fortune for Your Disaster,2019
Poetry,Aria Aber,Hard Damage,2019
Poetry,Alfredo Aguilar,On This Side of the Desert,2020
Poetry,Kaveh Akbar,Calling a Wolf a Wolf,2017
Poetry,Kaveh Akbar,Pilgrim Bell,2021
Poetry,Kateri Akiwenzie-Damm,Re-generations: The Poetry of Kateri Akiwenzie-Damm,2021
Poetry,Kazim Ali,Inquisition,2018
Poetry,Kendra Allen,The Collection Plate,2021
Poetry,Hassan Al Nawwab,Poems that Do Not Sleep,2021
Poetry,Hala Alyan,The Twenty-Ninth Year,2019
Poetry,Kimberly Quiogue Andrews,A Brief History of Fruit,2020
Poetry,Raymond Antrobus,The Perseverance,2021
Poetry,Francisco Aragón,After Rubén,2019
Poetry,Cameron Awkward-Rich,Transit,2017
Poetry,Cameron Awkward-Rich,Dispatch,2019
Poetry,Jimmy Santiago Baca,"When I Walk Through That Door, I Am",2019
Poetry,Andre Bagoo,The Undiscovered Country,2021
Poetry,Tarriona Ball,Vulnerable AF,2021
Poetry,Rick Barot,The Galleons,2020
Poetry,Ellen Bass,Indigo,2020
Poetry,Lois Beardslee,Words Like Thunder: New and Used Anishinaabe Prayers,2020
Poetry,Billy-Ray Belcourt,This Wound is a World,2019
Poetry,Billy-Ray Belcourt,NDN Coping Mechanisms: Notes from the Field,2019
Poetry,Hakim Bellamy,Swear,2013
Poetry,Hakim Bellamy,Commissions Y Corridos,2021
Poetry,Gwen Benaway,Holy Wild,2018
Poetry,Gwen Benaway,Day/Break,2020
Poetry,Joshua Bennett,Owed,2020
Poetry,Mei-mei Berssenbrugge,A Treatise on Stars,2020
Poetry,Reginald Dwayne Betts,Felon: Poems,2019
Poetry,Kimberly Blaeser,Copper Yearning,2019
Poetry,Mark Bibbins,13th Balloon,2020
Poetry,Kimberly Blaeser,Copper Yearning,2019
Poetry,Richard Blanco,How to Love a Country: Poems,2019
Poetry,Jaswinder Bolina,The 44th of July,2019
Poetry,Sara Borjas,"Heart like a Window, Mouth like a Cliff",2019
Poetry,Jericho Brown,The Tradition,2019
Poetry,M. Soledad Caballero,I Was a Bell,2021
Poetry,Pierra Calasanz-Labrador,The Heartbreak Diaries,2015
Poetry,Pierra Calasanz-Labrador,"Dear Universe: Poems on Love, Longing, and Finding Your Place in the Cosmos",2018
Poetry,Tenille K. Campbell,#IndianLovePoems,2018
Poetry,Tenille K. Campbell,Nedí Nezu / Good Medicine,2021
Poetry,David Campos,American Quasar,2021
Poetry,Kayleb Rae Candrilli,What Runs Over,2017
Poetry,Kayleb Rae Candrilli,All the Gay Saints,2020
Poetry,Norma Elia Cantú,Meditación Fronteriza,2019
Poetry,Abigail Chabitnoy,How to Dress a Fish,2019
Poetry,Tina Chang,Hybrida,2019
Poetry,Victoria Chang,Obit,2020
Poetry,Leila Chatti,Deluge,2020
Poetry,Chen Chen,When I Grow Up I Want to Be a List of Further Possibilities,2017
Poetry,Felix Cheong,In the Year of the Virus,2020
Poetry,Marilyn Chin,A Portrait of the Self as Nation,2020
Poetry,Upile Chisala,Soft Magic,2019
Poetry,Don Mee Choi,DMZ Colony,2020
Poetry,Franny Choi,Soft Science,2019
Poetry,Dominique Christina,Anarcha Speaks: A History in Poems,2018
Poetry,Jillian Christmas,The Gospel of Breaking,2020
Poetry,Tiana Clark,I Can’t Talk About the Trees Without the Blood,2018
Poetry,Bernarnd Clay,English Lit,2021
Poetry,Andrea Cohen,Nightshade,2019
Poetry,Wanda Coleman,Wicked Enchantment,2020
Poetry,S. Brook Corfman,"Luxury, Blue Lace",2018
Poetry,Eduardo C. Corral,Guillotine,2020
Poetry,Julio Cortázar,All Fires the Fire,2020
Poetry,Douglas Crase,The Revisionist and the Astropastorals,2019
Poetry,Lucas Crawford,Belated Bris of the Brainsick,2020
Poetry,Francine Cunnigham,On/Me,2020
Poetry,Laura Da’,Instruments of the True Measure,2018
Poetry,Joseph Dandurand,The East Side of It All,2021
Poetry,Amber Dawn,My Art is Killing Me and Other Poems,2020
Poetry,Erica Dawson,When Rap Spoke Straight to God,2018
Poetry,Scott De Buitléir,Elysium/Párthas,2020
Poetry,Diana Marie Delgado,Tracing the Horse,2019
Poetry,Tjawangwa Dema,The Careless Seamstress,2019
Poetry,Toi Derricotte,I: New & Selected Poems,2019
Poetry,Natalie Diaz,Postcolonial Love Poem,2020
Poetry,Ruth Dickey,Mud Blooms,2019
Poetry,Duy Doan,We Play a Game,2018
Poetry,Jay Dodd,The Black Condition ft. Narcissus,2019
Poetry,Rita Dove,Playlist for the Apocalypse,2021
Poetry,Paul Laurence Dunbar (1872-1906),Lyrics of a Lowly Life,2021
Poetry,Paul Laurence Dunbar (1872-1906),Lyrics of Sunshine and Shadow,2021
Poetry,Norma Dunning,Eskimo Pie,2020
Poetry,Chiyuma Elliott,Blue in Green,2021
Poetry,Heid E. Erdrich,Little Big Bully,2020
Poetry,Martín Espada,Floaters,2021
Poetry,Joshua Jennifer Espinoza,Outside the Body There is Something Like Hope,2018
Poetry,William Evans,We Inherit What the Fires Left,2020
Poetry,Eve L. Ewing,Electric Arches,2017
Poetry,Eve L. Ewing,1919,2019
Poetry,Tarfia Faizullah,Registers of Illuminated Villages,2018
Poetry,Camonghne Felix,Build Yourself a Boat,2019
Poetry,Nikky Finney,Lovechild’s Hotbed of Occasional Poetry: Poems and Artifacts,2020
Poetry,Monique Fitzpatrick,Energy,2020
Poetry,t’ai freedom ford,& more black,2019
Poetry,Gina Franco,The Accidental,2019
Poetry,Santee Frazier,Aurum,2019
Poetry,Sarah Gambito,Loves You: Poems,2019
Poetry,Benjamin Garcia,Thrown in the Throat,2020
Poetry,Edgar Garcia,Skins of Columbus,2019
Poetry,Hafizah Geter,Un-American,2020
Poetry,Andrea Gibson,Lord of the Butterflies,2018
Poetry,Marie-Andrée Gill,Spawn,2020
Poetry,Nikki Giovanni,Make Me Rain: Poems & Prose,2020
Poetry,Jennifer Givhan,Girl with Death Mask,2018
Poetry,Eugene Gloria,Sightseer in This Killing City,2019
Poetry,Rodney Gomez,Geographic Tongue,2020
Poetry,Ray Gonzalzez,Feel Puma,2020
Poetry,Rigoberto González,The Book of Ruin,2019
Poetry,Jan-Henry Gray,Documents,2019
Poetry,Rachel Eliza Griffiths,Seeing the Body,2020
Poetry,Julia Guez,In an Invisible Glass Case Which Is Also a Frame,2019
Poetry,Kimiko Hahn,Foreign Bodies,2020
Poetry,Louise Bernice Halfe / Sky Dancer,Sôhkêyihta,2018
Poetry,Louise Bernice Halfe / Sky Dancer,Burning this Midnight Dream,2021
Poetry,Jupiter Hammon (1711-1806),The Collected Poems and Prose of Jupiter Hammon,2021
Poetry,Nathalie Handal,Life in a Country Album,2019
Poetry,Joy Harjo,An American Sunrise,2019
Poetry,Joy Harjo,"When the Light of the World Was Subdued, Our Songs Came Through",2020
Poetry,Roberto Harrison,Tropical Lung,2021
Poetry,Terrance Hayes,American Sonnets for My Past and Future Assassin,2018
Poetry,Marwa Helal,Invasive Species,2019
Poetry,Juan Felipe Herrera,Every Day We Get More Illegal,2020
Poetry,Francisco Hinojosa,Poesía eras tú / Poetry Was You,2020
Poetry,Sy Hoahwah,Ancestral Demon of a Grieving Bride,2021
Poetry,Valerie June Hockett,Maps for the Modern World,2021
Poetry,Linda Hogan,A History of Kindness,2020
Poetry,Harmony Holiday,A Jazz Funeral for Uncle Tom,2019
Poetry,Harmony Holiday,Maafa,2019
Poetry,Su Hwang,Bodega,2019
Poetry,Fida Islaih,Her Durian,2019
Poetry,Anahita Jamali Rad,Still,2021
Poetry,Paolo Javier,O.B.B.,2021
Poetry,Pierre Alex Jeanty,Her,2017
Poetry,Pierre Alex Jeanty,Apologies that Never Came,2019
Poetry,Honorée Fanonne Jeffers,The Age of Phillis,2020
Poetry,Tyehimba Jess,Olio,2016
Poetry,Georgia Douglas Johnson (1880-1966),Bronze: A Book of Verse,2021
Poetry,Stephen Jonas,Arcana: A Stephen Jonas Reader,2019
Poetry,Ashley M. Jones,Dark // Thing,2019
Poetry,Fady Joudah,Footnotes in the Order of Disappearance,2018
Poetry,Fady Joudah,Tethered to Stars,2021
Poetry,Britteney Black Rose Kapri,Black Queer Hoe,2018
Poetry,Ilya Kaminsky,Deaf Republic,2019
Poetry,Britteney Black Rose Kapri,Queer Black Hoe,2018
Poetry,Donika Kelly,Bestiary,2016
Poetry,Donika Kelly,The Renunciations,2021
Poetry,Myung Mi Kim,Civil Bound,2019
Poetry,Benjamín Naka-Hasebe Kingsley,Colonize Me,2019
Poetry,Benjamín Naka-Hasebe Kingsley,Demos: An American Multitude,2021
Poetry,Michael Kleber-Diggs,Worldly Things,2021
Poetry,Yusef Komunyakaa,"Everyday Mojo Songs of Earth: New and Selected Poems, 2001-2021",2021
Poetry,Ilyse Kusnetz,Angel Bones,2019
Poetry,Chief R. Stacey Laforme,Living in the Tall Grass,2018
Poetry,Mary Lambert,Shame is an Ocean I Swim Across,2018
Poetry,Grace Lau,The Language We Were Never Taught to Speak,2021
Poetry,Lang Leav,September Love,2020
Poetry,Ed Bok Lee,Mitochondrial Night,2019
Poetry,Jen Sookfong Lee,The Shadow List,2021
Poetry,Li-Young Lee,The Undressing,2020
Poetry,Yi Lei,My Name Will Grfow Wide Like a Tree,2020
Poetry,Ali Liebegott,The Summer of Dead Birds,2019
Poetry,Grace Shuyi Liew,Careen,2019
Poetry,Ada Limón,The Carrying: Poems,2018
Poetry,Kenji C. Liu,Monsters I Have Been,2019
Poetry,Timothy Liu,Let it Ride,2019
Poetry,Tyler Lockett,Reflection,2019
Poetry,Layli Long Soldier,Whereas,2017
Poetry,Audre Lorde,The Selected Works of Audre Lorde,2020
Poetry,Casandra López,Brother Bullet,2019
Poetry,Danusha Lumeris,Bonfire Opera,2020
Poetry,Aditi Machado,Some Beheadings,2017
Poetry,Aditi Machado,The End,2020
Poetry,Aditi Machado,Emporium,2020
Poetry,Jasmine Mans,"Black Girl, Call Home",2021
Poetry,Sally Wen Mao,Oculus: Poems,2019
Poetry,Lee Maracle,Hope Matters,2019
Poetry,Carl Marcum,A Camera Obscura,2021
Poetry,Roya Marsh,Daylight,2020
Poetry,Nate Marshall,Finna: Poems,2020
Poetry,David Tomas Martinez,Post Traumatic Hood Disorder,2018
Poetry,Khaled Mattawa,Mare Nostrum,2019
Poetry,Khaled Mattawa,Fugitive Atlas,2020
Poetry,Shane McCrae,The Gilded Auction Block,2018
Poetry,John McDonald,Kitotam,2021
Poetry,Molly McGlennen,Our Bearings,2020
Poetry,Dr. Martina McGowan,I Am the Rage,2021
Poetry,Sean Avery Medlin,"808s & Otherworlds: Memories, Remixes, & Mythologies",2021
Poetry,Diane Mehta,Forest with Castanets,2019
Poetry,J.C. Mehta,Savagery,2019
Poetry,J.C. Mehta,Bad Indian,2020
Poetry,H. Melt,On My Way to Liberation,2018
Poetry,Dunya Mikhail,In Her Feminine Sign,2019
Poetry,N. Scott Momaday,The Death of Sitting Bear: New and Selected Poems,2020
Poetry,Jessica Care Moore,We Want Our Bodies Back,2020
Poetry,Tomás Q. Morín,Machete,2021
Poetry,Mousey,Relieved and Reloved: Thoughts inked in poems and tales,2021
Poetry,Eileen Myles,Evolution,2018
Poetry,Hasan Namir,War/Torn,2019
Poetry,Hieu Minh Nguyen,Not Here,2018
Poetry,Hoa Nguyen,A Thousand Times You Lose Your Treasure,2021
Poetry,Susan Nguyen,Dear Diaspora,2021
Poetry,Angel Shanese,Be Affirmed: Fade to Black,2021
Poetry,Naomi Shihab Nye,The Tiny Journalist,2019
Poetry,José Olivarez,Citizen Illegal,2018
Poetry,Tanya Olson,Stay,2019
Poetry,Charissa T. Y. Ong,Midnight Monologues: Poems and Short Stories,2016
Poetry,Charissa T. Y. Ong,Daylight Dialogues: Poems and Short Stories,2018
Poetry,Ladan Ali Osman,Exiles of Eden,2019
Poetry,Arleen Paré,First,2021
Poetry,Courtney Peppernell,I Hope You Stay,2020
Poetry,Deborah Paredez,Year of the Dog,2020
Poetry,Morgan Parker,There Are More Beautiful Things Than Beyoncé,2017
Poetry,Morgan Parker,Magical Negro,2019
Poetry,Willie Perdomo,Smoking Lovely: The Remix,2021
Poetry,Kiki Petrosino,White Blood: A Lyric of Virginia,2020
Poetry,Hai-Dang Phan,Reenactments,2019
Poetry,Carl Phillips,Pale Colors in a Tall Field,2020
Poetry,Maya Phillips,Erou,2019
Poetry,Rowan Ricardo Phillips,Living Weapon,2020
Poetry,Tommy Pico,Irl,2016
Poetry,Tommy Pico,Nature Poem,2017
Poetry,Tommy Pico,Junk,2018
Poetry,Tommy Pico,Feed,2019
Poetry,Leah Lakshmi Piepzna-Samarasinha,Tonguebreaker,2019
Poetry,Yung Pueblo,Hacia dentro / Inward,2019
Poetry,Ru Puro,Each Tree Could Hold a Noose or a House,2018
Poetry,Khadijah Queen,Anodyne,2020
Poetry,Linda Quinlan,Chelsea Creek,2019
Poetry,Dana Lowery Ramseur,Poems and Hollers From a Candy Apple Indian,2021
Poetry,Khali Raymond,Final Exposition,2020
Poetry,Khali Raymond,Back to Basics,2020
Poetry,Justin Phillip Reed,Indecency,2018
Poetry,Justin Phillip Reed,The Malevolent Volume,2020
